Date,Close/Last,Volume,Open,High,Low
01/06/2025,$240.85,9917836,$243.695,$245.69,$240.58
01/03/2025,$243.28,9491053,$243.89,$244.88,$240.26
01/02/2025,$240.00,9220914,$240.92,$243.276,$239.45
12/31/2024,$239.71,4870971,$240.05,$241.4393,$239.03
12/30/2024,$239.32,5723765,$238.77,$240.84,$237.11
12/27/2024,$241.17,5730607,$242.72,$243.39,$240.04
12/26/2024,$243.14,4452168,$241.43,$243.26,$240.79
12/24/2024,$242.31,3729092,$239.43,$242.4922,$239.07
12/23/2024,$238.39,8611528,$236.07,$238.62,$234.88
12/20/2024,$237.60,32348410,$231.92,$239.21,$231.5877
12/19/2024,$232.96,11790770,$232.27,$236.36,$232.27
12/18/2024,$230.37,11322360,$239.00,$239.07,$229.53
12/17/2024,$238.36,8083635,$238.65,$239.02,$236.63
12/16/2024,$239.58,9032044,$240.61,$240.67,$237.52
12/13/2024,$239.94,10392750,$242.07,$242.715,$239.1437
12/12/2024,$241.53,6113771,$243.00,$244.10,$241.04
12/11/2024,$243.53,7884442,$244.00,$244.27,$242.18
12/10/2024,$242.86,9108339,$243.89,$247.96,$242.22
12/09/2024,$243.81,7076466,$247.13,$247.8699,$243.76
12/06/2024,$247.36,5519738,$245.70,$247.74,$244.84
12/05/2024,$245.48,6572536,$245.39,$247.18,$244.62
12/04/2024,$243.40,7346265,$244.70,$245.345,$242.23
12/03/2024,$244.82,6657694,$248.23,$249.04,$244.63
12/02/2024,$246.25,8899741,$249.55,$250.25,$245.03
11/29/2024,$249.72,5494825,$249.86,$251.77,$249.445
11/27/2024,$249.79,5472265,$249.35,$251.19,$248.771
11/26/2024,$249.97,6212142,$250.49,$251.00,$248.34
11/25/2024,$250.29,10295350,$249.59,$254.31,$249.06
11/22/2024,$248.55,7997307,$243.61,$249.15,$243.0347
11/21/2024,$244.76,8783516,$243.23,$245.49,$242.105
11/20/2024,$240.78,9015290,$244.40,$244.61,$238.64
11/19/2024,$243.09,6792660,$242.25,$245.1509,$241.55
11/18/2024,$245.03,9052575,$247.76,$247.93,$242.68
11/15/2024,$245.31,11518840,$241.46,$246.42,$241.46
11/14/2024,$241.87,10172200,$242.415,$244.29,$241.05
11/13/2024,$241.16,11472560,$240.58,$244.09,$240.31
11/12/2024,$239.56,6860956,$240.55,$241.46,$238.76
11/11/2024,$239.29,9017079,$240.00,$242.10,$239.00
11/08/2024,$236.98,9502100,$239.34,$239.34,$235.78
11/07/2024,$236.38,16451070,$244.50,$244.57,$235.22
11/06/2024,$247.06,23987750,$235.00,$248.00,$234.77
11/05/2024,$221.49,5600686,$220.03,$221.96,$220.00
11/04/2024,$219.78,8229588,$222.65,$223.76,$219.17
11/01/2024,$222.94,6923452,$223.56,$226.15,$222.70
10/31/2024,$221.92,7829932,$224.70,$225.69,$221.82
10/30/2024,$224.41,7110941,$222.54,$226.31,$221.58
10/29/2024,$222.90,6580004,$225.21,$226.75,$222.81
10/28/2024,$225.50,6842956,$223.35,$225.64,$222.95
10/25/2024,$222.31,6369720,$225.00,$225.62,$220.875
10/24/2024,$224.98,6002202,$221.83,$225.06,$221.66
10/23/2024,$223.41,6180528,$223.66,$224.7999,$222.53
10/22/2024,$224.12,9586793,$223.02,$225.28,$221.10
10/21/2024,$223.00,5869959,$225.22,$225.70,$222.90
10/18/2024,$225.37,7000543,$225.00,$225.92,$223.10
10/17/2024,$224.42,6470186,$224.27,$225.85,$223.31
10/16/2024,$223.64,6382515,$222.33,$223.68,$221.04
10/15/2024,$222.39,9235825,$223.66,$225.45,$221.82
10/14/2024,$221.48,9048925,$223.20,$223.70,$218.88
10/11/2024,$222.29,18320650,$215.67,$224.6299,$215.16
10/10/2024,$212.84,7927051,$214.81,$214.81,$211.47
10/09/2024,$213.42,7023998,$209.70,$214.24,$209.38
10/08/2024,$210.75,6021772,$210.58,$211.33,$208.38
10/07/2024,$210.93,6718898,$211.03,$213.33,$209.69
10/04/2024,$211.22,10213420,$209.30,$211.67,$206.91
10/03/2024,$205.23,7251325,$206.17,$206.49,$204.34
10/02/2024,$207.29,5810931,$207.08,$208.95,$205.69
10/01/2024,$207.04,8540064,$208.90,$209.09,$206.19
09/30/2024,$210.86,8668314,$206.31,$210.96,$205.26
09/27/2024,$210.50,7032450,$210.65,$212.44,$209.33
09/26/2024,$209.78,7807480,$211.13,$211.70,$209.01
09/25/2024,$210.19,8976520,$211.68,$212.24,$208.61
09/24/2024,$211.59,7323239,$211.15,$212.95,$210.37
09/23/2024,$211.44,7223491,$211.00,$211.80,$209.99
09/20/2024,$211.09,20884970,$209.93,$211.415,$209.50
09/19/2024,$210.48,11635170,$209.78,$211.91,$207.34
09/18/2024,$207.53,8259876,$209.01,$211.3361,$206.70
09/17/2024,$209.25,7573345,$207.73,$209.93,$207.66
09/16/2024,$207.86,8634936,$205.83,$208.21,$205.59
09/13/2024,$204.32,10226690,$206.86,$207.8482,$203.02
09/12/2024,$206.60,9055756,$207.65,$208.78,$204.89
09/11/2024,$207.23,13658740,$205.25,$207.70,$201.831
